2024-05-29 16:39:40,842 INFO    StreamThr :16462 [internal.py:wandb_internal():85] W&B internal server running at pid: 16462, started at: 2024-05-29 16:39:40.841690
2024-05-29 16:39:40,843 DEBUG   HandlerThread:16462 [handler.py:handle_request():158] handle_request: status
2024-05-29 16:39:40,844 INFO    WriterThread:16462 [datastore.py:open_for_write():87] open: /home/disi/ml/intromlproject/wandb/run-20240529_163940-9zmwfg2o/run-9zmwfg2o.wandb
2024-05-29 16:39:40,845 DEBUG   SenderThread:16462 [sender.py:send():378] send: header
2024-05-29 16:39:40,846 DEBUG   SenderThread:16462 [sender.py:send():378] send: run
2024-05-29 16:39:41,295 INFO    SenderThread:16462 [dir_watcher.py:__init__():211] watching files in: /home/disi/ml/intromlproject/wandb/run-20240529_163940-9zmwfg2o/files
2024-05-29 16:39:41,295 INFO    SenderThread:16462 [sender.py:_start_run_threads():1123] run started: 9zmwfg2o with start time 1717000780.841466
2024-05-29 16:39:41,301 DEBUG   HandlerThread:16462 [handler.py:handle_request():158] handle_request: check_version
2024-05-29 16:39:41,301 DEBUG   SenderThread:16462 [sender.py:send_request():405] send_request: check_version
2024-05-29 16:39:41,376 DEBUG   HandlerThread:16462 [handler.py:handle_request():158] handle_request: run_start
2024-05-29 16:39:41,380 DEBUG   HandlerThread:16462 [system_info.py:__init__():26] System info init
2024-05-29 16:39:41,380 DEBUG   HandlerThread:16462 [system_info.py:__init__():41] System info init done
2024-05-29 16:39:41,380 INFO    HandlerThread:16462 [system_monitor.py:start():194] Starting system monitor
2024-05-29 16:39:41,380 INFO    SystemMonitor:16462 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-29 16:39:41,380 INFO    HandlerThread:16462 [system_monitor.py:probe():214] Collecting system info
2024-05-29 16:39:41,381 INFO    SystemMonitor:16462 [interfaces.py:start():188] Started cpu monitoring
2024-05-29 16:39:41,381 INFO    SystemMonitor:16462 [interfaces.py:start():188] Started disk monitoring
2024-05-29 16:39:41,382 INFO    SystemMonitor:16462 [interfaces.py:start():188] Started gpu monitoring
2024-05-29 16:39:41,383 INFO    SystemMonitor:16462 [interfaces.py:start():188] Started memory monitoring
2024-05-29 16:39:41,383 INFO    SystemMonitor:16462 [interfaces.py:start():188] Started network monitoring
2024-05-29 16:39:41,409 DEBUG   HandlerThread:16462 [system_info.py:probe():150] Probing system
2024-05-29 16:39:41,410 DEBUG   HandlerThread:16462 [system_info.py:_probe_git():135] Probing git
2024-05-29 16:39:41,414 DEBUG   HandlerThread:16462 [system_info.py:_probe_git():143] Probing git done
2024-05-29 16:39:41,414 DEBUG   HandlerThread:16462 [system_info.py:probe():198] Probing system done
2024-05-29 16:39:41,414 DEBUG   HandlerThread:16462 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-1064-azure-x86_64-with-glibc2.31', 'python': '3.11.8', 'heartbeatAt': '2024-05-29T16:39:41.409324', 'startedAt': '2024-05-29T16:39:40.838734', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/disi/ml/intromlproject/training-main.py', 'codePathLocal': 'training-main.py', 'codePath': 'training-main.py', 'git': {'remote': 'https://github.com/lorenzochicco99/intromlproject.git', 'commit': '4482dcba59007f68516a95c6dcc2f2f893aa4157'}, 'email': 'martina.dangelo@live.it', 'root': '/home/disi/ml/intromlproject', 'host': 'lab4G24P6', 'username': 'disi', 'executable': '/home/disi/ml/.venv/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2539.0345, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2445.45, 'min': 0.0, 'max': 0.0}, {'current': 2445.45, 'min': 0.0, 'max': 0.0}, {'current': 2445.45, 'min': 0.0, 'max': 0.0}, {'current': 3194.126, 'min': 0.0, 'max': 0.0}, {'current': 2445.45, 'min': 0.0, 'max': 0.0}, {'current': 2445.45, 'min': 0.0, 'max': 0.0}, {'current': 2445.45, 'min': 0.0, 'max': 0.0}, {'current': 2445.45, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 123.86906433105469, 'used': 54.297054290771484}}, 'gpu': 'Tesla T4', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla T4', 'memory_total': 16106127360}], 'memory': {'total': 54.92046356201172}}
2024-05-29 16:39:41,414 INFO    HandlerThread:16462 [system_monitor.py:probe():224] Finished collecting system info
2024-05-29 16:39:41,414 INFO    HandlerThread:16462 [system_monitor.py:probe():227] Publishing system info
2024-05-29 16:39:41,414 INFO    HandlerThread:16462 [system_monitor.py:probe():229] Finished publishing system info
2024-05-29 16:39:41,417 DEBUG   SenderThread:16462 [sender.py:send():378] send: files
2024-05-29 16:39:41,417 INFO    SenderThread:16462 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-29 16:39:41,492 DEBUG   HandlerThread:16462 [handler.py:handle_request():158] handle_request: python_packages
2024-05-29 16:39:41,492 DEBUG   SenderThread:16462 [sender.py:send_request():405] send_request: python_packages
2024-05-29 16:39:41,493 DEBUG   HandlerThread:16462 [handler.py:handle_request():158] handle_request: stop_status
2024-05-29 16:39:41,493 DEBUG   SenderThread:16462 [sender.py:send_request():405] send_request: stop_status
2024-05-29 16:39:41,702 DEBUG   SenderThread:16462 [sender.py:send():378] send: telemetry
2024-05-29 16:39:41,946 INFO    wandb-upload_0:16462 [upload_job.py:push():130] Uploaded file /tmp/tmpcglzdj45wandb/c2ihobk3-wandb-metadata.json
2024-05-29 16:39:42,093 DEBUG   SenderThread:16462 [sender.py:send():378] send: exit
2024-05-29 16:39:42,093 INFO    SenderThread:16462 [sender.py:send_exit():585] handling exit code: 1
2024-05-29 16:39:42,093 INFO    SenderThread:16462 [sender.py:send_exit():587] handling runtime: 0
2024-05-29 16:39:42,093 INFO    SenderThread:16462 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-05-29 16:39:42,093 INFO    SenderThread:16462 [sender.py:send_exit():593] send defer
2024-05-29 16:39:42,093 DEBUG   HandlerThread:16462 [handler.py:handle_request():158] handle_request: defer
2024-05-29 16:39:42,093 INFO    HandlerThread:16462 [handler.py:handle_request_defer():184] handle defer: 0
2024-05-29 16:39:42,093 DEBUG   SenderThread:16462 [sender.py:send_request():405] send_request: defer
2024-05-29 16:39:42,093 INFO    SenderThread:16462 [sender.py:send_request_defer():609] handle sender defer: 0
2024-05-29 16:39:42,094 INFO    SenderThread:16462 [sender.py:transition_state():613] send defer: 1
2024-05-29 16:39:42,094 DEBUG   HandlerThread:16462 [handler.py:handle_request():158] handle_request: defer
2024-05-29 16:39:42,094 INFO    HandlerThread:16462 [handler.py:handle_request_defer():184] handle defer: 1
2024-05-29 16:39:42,094 DEBUG   SenderThread:16462 [sender.py:send_request():405] send_request: defer
2024-05-29 16:39:42,094 INFO    SenderThread:16462 [sender.py:send_request_defer():609] handle sender defer: 1
2024-05-29 16:39:42,094 INFO    SenderThread:16462 [sender.py:transition_state():613] send defer: 2
2024-05-29 16:39:42,094 DEBUG   HandlerThread:16462 [handler.py:handle_request():158] handle_request: defer
2024-05-29 16:39:42,094 INFO    HandlerThread:16462 [handler.py:handle_request_defer():184] handle defer: 2
2024-05-29 16:39:42,094 INFO    HandlerThread:16462 [system_monitor.py:finish():203] Stopping system monitor
2024-05-29 16:39:42,094 DEBUG   SystemMonitor:16462 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-29 16:39:42,094 DEBUG   SystemMonitor:16462 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-05-29 16:39:42,094 DEBUG   SystemMonitor:16462 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-05-29 16:39:42,095 INFO    HandlerThread:16462 [interfaces.py:finish():200] Joined cpu monitor
2024-05-29 16:39:42,095 INFO    HandlerThread:16462 [interfaces.py:finish():200] Joined disk monitor
2024-05-29 16:39:42,112 INFO    HandlerThread:16462 [interfaces.py:finish():200] Joined gpu monitor
2024-05-29 16:39:42,113 INFO    HandlerThread:16462 [interfaces.py:finish():200] Joined memory monitor
2024-05-29 16:39:42,113 INFO    HandlerThread:16462 [interfaces.py:finish():200] Joined network monitor
2024-05-29 16:39:42,113 DEBUG   SenderThread:16462 [sender.py:send_request():405] send_request: defer
2024-05-29 16:39:42,113 INFO    SenderThread:16462 [sender.py:send_request_defer():609] handle sender defer: 2
2024-05-29 16:39:42,113 INFO    SenderThread:16462 [sender.py:transition_state():613] send defer: 3
2024-05-29 16:39:42,113 DEBUG   SenderThread:16462 [sender.py:send():378] send: stats
2024-05-29 16:39:42,113 DEBUG   HandlerThread:16462 [handler.py:handle_request():158] handle_request: defer
2024-05-29 16:39:42,113 INFO    HandlerThread:16462 [handler.py:handle_request_defer():184] handle defer: 3
2024-05-29 16:39:42,114 DEBUG   SenderThread:16462 [sender.py:send_request():405] send_request: defer
2024-05-29 16:39:42,114 INFO    SenderThread:16462 [sender.py:send_request_defer():609] handle sender defer: 3
2024-05-29 16:39:42,114 INFO    SenderThread:16462 [sender.py:transition_state():613] send defer: 4
2024-05-29 16:39:42,114 DEBUG   HandlerThread:16462 [handler.py:handle_request():158] handle_request: defer
2024-05-29 16:39:42,114 INFO    HandlerThread:16462 [handler.py:handle_request_defer():184] handle defer: 4
2024-05-29 16:39:42,114 DEBUG   SenderThread:16462 [sender.py:send_request():405] send_request: defer
2024-05-29 16:39:42,114 INFO    SenderThread:16462 [sender.py:send_request_defer():609] handle sender defer: 4
2024-05-29 16:39:42,114 INFO    SenderThread:16462 [sender.py:transition_state():613] send defer: 5
2024-05-29 16:39:42,114 DEBUG   HandlerThread:16462 [handler.py:handle_request():158] handle_request: defer
2024-05-29 16:39:42,114 INFO    HandlerThread:16462 [handler.py:handle_request_defer():184] handle defer: 5
2024-05-29 16:39:42,114 DEBUG   SenderThread:16462 [sender.py:send():378] send: summary
