2024-05-29 16:30:03,789 INFO    StreamThr :13291 [internal.py:wandb_internal():85] W&B internal server running at pid: 13291, started at: 2024-05-29 16:30:03.788734
2024-05-29 16:30:03,790 DEBUG   HandlerThread:13291 [handler.py:handle_request():158] handle_request: status
2024-05-29 16:30:03,791 INFO    WriterThread:13291 [datastore.py:open_for_write():87] open: /home/disi/ml/intromlproject/wandb/run-20240529_163003-tteosbq4/run-tteosbq4.wandb
2024-05-29 16:30:03,792 DEBUG   SenderThread:13291 [sender.py:send():378] send: header
2024-05-29 16:30:03,793 DEBUG   SenderThread:13291 [sender.py:send():378] send: run
2024-05-29 16:30:04,166 INFO    SenderThread:13291 [dir_watcher.py:__init__():211] watching files in: /home/disi/ml/intromlproject/wandb/run-20240529_163003-tteosbq4/files
2024-05-29 16:30:04,166 INFO    SenderThread:13291 [sender.py:_start_run_threads():1123] run started: tteosbq4 with start time 1717000203.788635
2024-05-29 16:30:04,171 DEBUG   HandlerThread:13291 [handler.py:handle_request():158] handle_request: check_version
2024-05-29 16:30:04,172 DEBUG   SenderThread:13291 [sender.py:send_request():405] send_request: check_version
2024-05-29 16:30:04,252 DEBUG   HandlerThread:13291 [handler.py:handle_request():158] handle_request: run_start
2024-05-29 16:30:04,276 DEBUG   HandlerThread:13291 [system_info.py:__init__():26] System info init
2024-05-29 16:30:04,276 DEBUG   HandlerThread:13291 [system_info.py:__init__():41] System info init done
2024-05-29 16:30:04,276 INFO    HandlerThread:13291 [system_monitor.py:start():194] Starting system monitor
2024-05-29 16:30:04,276 INFO    SystemMonitor:13291 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-29 16:30:04,276 INFO    HandlerThread:13291 [system_monitor.py:probe():214] Collecting system info
2024-05-29 16:30:04,276 INFO    SystemMonitor:13291 [interfaces.py:start():188] Started cpu monitoring
2024-05-29 16:30:04,277 INFO    SystemMonitor:13291 [interfaces.py:start():188] Started disk monitoring
2024-05-29 16:30:04,277 INFO    SystemMonitor:13291 [interfaces.py:start():188] Started gpu monitoring
2024-05-29 16:30:04,278 INFO    SystemMonitor:13291 [interfaces.py:start():188] Started memory monitoring
2024-05-29 16:30:04,279 INFO    SystemMonitor:13291 [interfaces.py:start():188] Started network monitoring
2024-05-29 16:30:04,303 DEBUG   HandlerThread:13291 [system_info.py:probe():150] Probing system
2024-05-29 16:30:04,304 DEBUG   HandlerThread:13291 [system_info.py:_probe_git():135] Probing git
2024-05-29 16:30:04,307 DEBUG   HandlerThread:13291 [system_info.py:_probe_git():143] Probing git done
2024-05-29 16:30:04,307 DEBUG   HandlerThread:13291 [system_info.py:probe():198] Probing system done
